service_request_id,status,status_notes,service_name,service_code,requested_datetime,updated_datetime,address,lat,long,token,description
25-00040489,closed,Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment. Please forward to Rapid Response.,Obstruction in Right of Way,OBSTMIDB,2025-02-06T19:20:04Z,2025-02-06T19:48:15Z,"Walter Seaholm Dr & W Cesar Chavez St, Austin",30.26599329,-97.75352387,42fdd5c4-f05d-45ae-9567-700c0ee4712b,
25-00031266,closed,Obstruction Removed by Owner - Close SR. Class: WORKORDERCreated By: Log Type: OBSTRN_REM_OWNERSummary: Issue has been abated upon re-inspectionDetailsIssue was abated upon re-inspection.,Obstruction in Right of Way,OBSTMIDB,2025-01-30T00:01:20Z,2025-02-06T19:48:14Z,"2417 E William Cannon Dr, Austin",30.18480199,-97.75615189,cb89e023-84f7-4496-8ae4-c0eb8b01516a,"Ground vegetation growing over sidewalk. Google Streetview:  
https://maps.app.goo.gl/zEauFphBcmrqaqtS9"
25-00040419,closed,Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment. Please forward to rapid response.,Obstruction in Right of Way,OBSTMIDB,2025-02-06T18:37:58Z,2025-02-06T18:57:50Z,"2748 Webberville Rd, Austin",30.26503015,-97.70995135,f15069e2-b710-4a62-b9a8-53d3b132e575,Person sleeping on sidewalk
25-00040139,closed,Obstruction Removed by SBO - Close SR. Class: WORKORDERCreated By: Log Type: OBSTRN_REM_SBOSummary: DEBRIS REMOVEDDetailsDEBRIS_REMOVEDDebris Removed.Thank you for submitting your request. Street and Bridge Operations reviewed your request and cleared the debris.,Obstruction in Right of Way,OBSTMIDB,2025-02-06T15:52:57Z,2025-02-06T18:53:42Z,"10107 Brodie Ln, Austin",30.18037783,-97.85143826,eb1e796f-a250-4e8c-a8a9-ea2bd87498cd,
25-00040146,closed,Obstruction Removed by Owner - Close SR. Class: WORKORDERCreated By: Log Type: OBSTRN_REM_OWNERSummary: Debris removedDetailsDEBRIS_REMOVEDDebris Removed.Thank you for submitting your request. Street and Bridge Operations reviewed your request and cleared the debris.,Obstruction in Right of Way,OBSTMIDB,2025-02-06T15:56:02Z,2025-02-06T18:43:42Z,"3500 W Slaughter Ln, Austin",30.18388172,-97.85022869,90d21bae-3fd0-43e8-a0e4-5818cf729ae4,
25-00040353,closed,Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment. Please send to Code.,Obstruction in Right of Way,OBSTMIDB,2025-02-06T17:58:23Z,2025-02-06T18:19:42Z,"Jack Rabbit Trl & Bristle Oak Trl, Austin",30.45540756,-97.81812931,67d8291d-e920-47a4-b36b-2d582aaeffc8,
25-00039531,closed,Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment. Please forward to Rapid Response.,Obstruction in Right of Way,OBSTMIDB,2025-02-05T23:03:48Z,2025-02-06T14:33:42Z,"Jentsch Ct & Menchaca Rd, Austin",30.22075779,-97.79406817,79dae71c-3a81-4d94-b935-0c6a7c556b88,
25-00039915,closed,Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. SBO has forwardedthis request back to 3-1-1 for the appropriate department assignment.,Obstruction in Right of Way,OBSTMIDB,2025-02-06T13:31:24Z,2025-02-06T14:05:40Z,"3724 Jefferson St, Austin",30.30915643,-97.75077897,e75b2e84-1cb6-4ea2-8d00-e9d29bbacff6,
25-00039735,closed,Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. SBO has forwardedthis request back to 3-1-1 for the appropriate department assignment. Please forward to PD.,Obstruction in Right of Way,OBSTMIDB,2025-02-06T02:18:17Z,2025-02-06T13:55:48Z,"806 Willow St, Austin",30.26051691,-97.7361,821b5bfd-76fe-47ef-aa40-91eab992c437,"Car blocking right of way exiting freeway at 35 and cezar Chavez, parked in the turn lane, hazards are not on. "
24-00326332,closed,No Action Needed - Close SR. Class: SRCreated By: Log Type: NO_ACTIONSummary: No action neededDetailsPer 311 CSR is to be cancelled.,Obstruction in Right of Way,OBSTMIDB,2024-09-05T12:48:21Z,2025-02-05T20:17:11Z,"Alexandria Dr & Croftwood Dr, Austin",30.20247473,-97.84214102,c4458d12-95a7-497f-95a5-6fd1c8ca1bb3,
25-00034377,closed,"Hazard Repaired - Close SR. Class: WORKORDERCreated By: Log Type: HAZARD_REPAIREDSummary: Street and Bridge Operations completed request.DetailsThank you for your request. Street and Bridge Operations reviewed and completed your request. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-185137 as a reference.",Sidewalk Repair,SBSIDERE,2025-02-01T16:36:53Z,2025-02-06T18:55:40Z,"908 E 5th St, Austin",30.26437977,-97.73339567,4ecd5c05-d144-4f20-8105-bf96da75d5a6,Broken steal grate
25-00040057,closed,"Hazard Repaired - Close SR. Class: WORKORDERCreated By: Log Type: HAZARD_REPAIREDSummary: Street and Bridge Operations completed request.DetailsThank you for your request. Street and Bridge Operations reviewed and completed your request. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-185308 as a reference.",Sidewalk Repair,SBSIDERE,2025-02-06T15:08:11Z,2025-02-06T17:45:16Z,"11005 Alhambra Dr, Austin",30.40153354,-97.73217165,53bbcc8e-d8ec-4bad-9b51-672ee2b976e4,Sidewalk is not handicap accessible where it meets the driveway of 11005
25-00039624,closed,,Sidewalk Repair,SBSIDERE,2025-02-06T00:13:23Z,2025-02-06T17:15:10Z,"8009 Cardin Dr, Austin",30.36763885,-97.75106169,689be46d-e09d-48c2-af14-c6a2a2cfd835,Sidewalk repair 8009 Cardin Drive and nearby addresses.
25-00039622,closed,"Hazard Repaired - Close SR. Class: WORKORDERCreated By: Log Type: HAZARD_REPAIREDSummary: Street and Bridge Operations completed request.DetailsThank you for your request. Street and Bridge Operations reviewed and completed your request. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-185298 as a reference.",Sidewalk Repair,SBSIDERE,2025-02-06T00:11:27Z,2025-02-06T17:15:10Z,"8011 Cardin Dr, Austin",30.36782254,-97.751,64c6faf1-0ef7-479b-8118-8d3b66fbcd63,Repair sidewalk 8011 Cardin Drive.
25-00039303,closed,Referred to 311 For Further Review - Close SR. Class: WORKORDERCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment. Send to Austin Water.,Sidewalk Repair,SBSIDERE,2025-02-05T20:43:51Z,2025-02-06T16:38:40Z,"702 W 24th St, Austin",30.28806284,-97.74488825,dd68f675-00db-48d7-a703-270478d40cdc,Man hole cover damaged 
25-00039608,closed,Referred to 311 For Further Review - Close SR. Class: WORKORDERCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment. Send to capital metro.,Sidewalk Repair,SBSIDERE,2025-02-06T00:03:29Z,2025-02-06T15:52:12Z,"811 W 5th St, Austin",30.26952592,-97.7526158,e81e5b10-2a39-40fd-b9f3-2a17d01456c9,Bus stop needs to be cleaned and trash picked up
25-00037232,closed,"Hazard Repaired - Close SR. Class: WORKORDERCreated By: Log Type: HAZARD_REPAIREDSummary: Street and Bridge Operations completed request.DetailsThank you for your request. Street and Bridge Operations reviewed and completed your request. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-185203 as a reference. Removed loose bricks.",Sidewalk Repair,SBSIDERE,2025-02-04T13:28:32Z,2025-02-06T12:20:39Z,"216 San Jacinto Blvd, Austin",30.26459082,-97.74153336,5859899e-4ee1-4b74-a703-5fc50af70a1d,Loose bricks
24-00438620,closed,"Hazard Repaired - Close SR. Class: WORKORDERCreated By: Log Type: HAZARD_REPAIREDSummary: Street and Bridge Operations completed request.DetailsThank you for your request. Street and Bridge Operations reviewed and completed your request. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 24-183365 as a reference. CLOSE SR.",Sidewalk Repair,SBSIDERE,2024-12-08T18:28:52Z,2025-02-05T21:05:42Z,"1304 W Riverside Dr, Austin",30.26457847,-97.75708646,6c94a911-dda0-4d8b-b805-e91ca0b3c8b0,
25-00038878,closed,"Hazard Repaired - Close SR. Class: WORKORDERCreated By: Log Type: HAZARD_REPAIREDSummary: Street and Bridge Operations completed request.DetailsThank you for your request. Street and Bridge Operations reviewed and completed your request. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-185269 as a reference.",Sidewalk Repair,SBSIDERE,2025-02-05T17:09:12Z,2025-02-05T18:16:43Z,"4613 Cottonwood St, Austin",30.19831126,-97.73167012,bed182e8-facf-43c4-966d-33c1701d548c,
25-00038551,closed,"Hazard Repaired - Close SR. Class: WORKORDERCreated By: Log Type: HAZARD_REPAIREDSummary: Street and Bridge Operations completed request.DetailsThank you for your request. Street and Bridge Operations reviewed and completed your request. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-185257 as a reference.",Sidewalk Repair,SBSIDERE,2025-02-05T14:01:40Z,2025-02-05T15:26:13Z,"1708 Travis Heights Blvd, Austin",30.24309383,-97.74273391,c6366045-5e74-4fad-9d45-6a0248882d58,"Sidewalk unpaved, hazard"
25-00038067,closed,Area Inspected - Issue Resolved - Close SR. Large chunk of concrete was removed from the right of way by the time I arrived.,Construction Concerns in Right of Way,ATCOCIRW,2025-02-04T22:19:03Z,2025-02-06T20:37:45Z,"E William Cannon Dr & Mc Kinney Falls Pkwy, Austin",30.1632178,-97.72583157,47d11f68-7b19-477c-a918-b577a0105fc4,
25-00040459,closed,"Area Inspected - No Action Required - Close SR. Investigation finds Capital Improvement Project permitted under # 2024-000043 EX, designs and plans engineer approved.",Construction Concerns in Right of Way,ATCOCIRW,2025-02-06T19:03:07Z,2025-02-06T19:39:52Z,"Chicon St & E 7th St, Austin",30.26257658,-97.72211158,c94cd664-3f5f-4960-b9eb-c61bd127cdd3,
25-00036728,closed,Area Inspected - No Issue Found - Close SR. Inspected all 4 crosswalks at this intersection.  No issue found. The blacked out markings are applied per standard. They are more visible at night.,Construction Concerns in Right of Way,ATCOCIRW,2025-02-03T21:49:32Z,2025-02-06T18:19:41Z,"S Congress Ave & E Oltorf St, Austin",30.23875962,-97.75351902,e09abbe0-509e-4e2e-ad51-c2f326eda4dc,
25-00037719,closed,Area Inspected - Issue Resolved - Close SR. Site visit finds one dump truck in right of way waiting to enter job site. Spoke to driver and contractor who moved the truck and will do better job of getting in and out of job site.,Construction Concerns in Right of Way,ATCOCIRW,2025-02-04T18:24:46Z,2025-02-06T16:05:42Z,"2505 Bluebonnet Ln, Austin",30.24616847,-97.77684459,97274562-15c3-461c-bda6-659e91d7e489,"Another day, another time traffic lanes are being used at loading zones"
25-00040128,open,Contacted Area Inspector.,Construction Concerns in Right of Way,ATCOCIRW,2025-02-06T15:48:20Z,2025-02-06T16:03:57Z,"Rosewood Ave & Poquito St, Austin",30.26987554,-97.71804213,f72c0f69-c47e-431d-8f64-1169bf69a6a1,
25-00039203,closed,Area Inspected - Issue Resolved - Close SR. cone removed.,Construction Concerns in Right of Way,ATCOCIRW,2025-02-05T19:53:37Z,2025-02-06T15:48:45Z,"Barton Springs Rd & Azie Morton Rd, Austin",30.26476889,-97.76498754,8f2a1865-f635-4fea-91d4-9660169b7914,
25-00039643,closed,Area Inspected - No Action Required - Close SR. Investigation finds active permit #2024-137887 EX through Feb 17th.,Construction Concerns in Right of Way,ATCOCIRW,2025-02-06T00:30:11Z,2025-02-06T13:48:10Z,"Barton Springs Rd & Stratford Dr, Austin",30.2670617,-97.77071482,4f5f03a6-063f-42c7-bb46-3893b6d834ec,
25-00039640,closed,Referred to 311 For Further Review - Close SR.,Construction Concerns in Right of Way,ATCOCIRW,2025-02-06T00:27:32Z,2025-02-06T13:43:42Z,"3001 Guadalupe St, Austin",30.2966648,-97.74179437,34ef2491-7617-42bb-8a52-a4bf67b8922a,ADA concern: advertising flag blocking sidewalk
25-00039124,open,Contacted Area Inspector.,Construction Concerns in Right of Way,ATCOCIRW,2025-02-05T19:11:24Z,2025-02-05T19:16:54Z,"1206 E 13th St, Austin",30.27377654,-97.72732477,46ca39c7-bc45-4894-ba4e-9c4ab78cf705,
25-00036091,closed,"Area Inspected - Issue Resolved - Close SR. the traffic control is set to plan, it is a road close to thru traffic signage.",Construction Concerns in Right of Way,ATCOCIRW,2025-02-03T15:36:57Z,2025-02-05T17:41:43Z,"Airport Blvd & Goodwin Ave, Austin",30.2681009,-97.69627154,09969713-94d4-45b7-a329-66a249b44f54,
25-00003954,open,Assign To Area Engineer Staff. This Activity could not be deleted during conditional events processing because it was either completed or printed.,Traffic Sign New,SIGNNEWT,2025-01-04T19:38:33Z,2025-02-06T19:30:52Z,"Scenic Brook Dr & Grove Crest Dr, Austin",30.23650623,-97.88394944,40148daf-b56f-4010-ab36-513340b23e7c,
25-00031340,open,Assign To Area Engineer Staff.,Traffic Sign New,SIGNNEWT,2025-01-30T01:21:39Z,2025-02-06T19:20:55Z,"5304 Sunshine Dr, Austin",30.32285497,-97.73208581,6b0d0bb3-4119-48fc-9dae-abedf98f0c75,
25-00040282,open,Assign To Area Engineer Staff.,Traffic Sign New,SIGNNEWT,2025-02-06T17:11:34Z,2025-02-06T19:13:55Z,"1145 Poquito St, Austin",30.2693684,-97.71718472,a11ea2e5-c3d6-499b-90dc-d9414c100688,
25-00040212,open,Assign To Area Engineer Staff.,Traffic Sign New,SIGNNEWT,2025-02-06T16:30:54Z,2025-02-06T19:06:25Z,"10501 Sprinkle Cutoff Rd, Austin",30.35281095,-97.64858551,48807139-eb58-43f8-a928-7b79d770b90e,"-- auto translated (en-US) --
Needs a stop sign there. The increased amount of traffic, blind turns, and people speeding are making it difficult to safely pull out and anticipate when you can and can’t go. The fact people are forming their own right lane is an indicator that it’s not an efficient intersection and something needs to change. 
-- original (en-US) --
Needs a stop sign there. The increased amount of traffic, blind turns, and people speeding are making it difficult to safely pull out and anticipate when you can and can’t go. The fact people are forming their own right lane is an indicator that it’s not an efficient intersection and something needs to change. "
25-00007166,closed,"Field Inspection Conducted - Close SR. Field inspection conducted, work order has been submitted into knack system for stop sign to installed at intersection of Mistywood Drive and Foxfire Drive.",Traffic Sign New,SIGNNEWT,2025-01-07T18:04:16Z,2025-02-06T19:05:43Z,"Mistywood Dr & Foxfire Dr, Austin",30.26379796,-97.80592325,dc6142d8-7f4a-47f0-9555-13891d2f013b,
25-00039906,open,Assign To Area Engineer Staff. This Activity could not be deleted during conditional events processing because it was either completed or printed.,Traffic Sign New,SIGNNEWT,2025-02-06T13:18:11Z,2025-02-06T16:52:59Z,"Lake Creek Pkwy & Pecan Creek Pkwy, Austin",30.45582886,-97.80703848,962fbe7f-8a81-47d3-93f5-4b24823047a5,
25-00039196,open,,Traffic Sign New,SIGNNEWT,2025-02-05T19:50:36Z,2025-02-06T16:51:52Z,"2412 Canterbury St, Austin",30.25280413,-97.71765048,38b90bc9-dbc7-4b68-8dbd-bd828580ac66,
25-00038857,open,,Traffic Sign New,SIGNNEWT,2025-02-05T16:56:33Z,2025-02-06T16:50:51Z,"13600 Bauhaus Bnd, Austin",30.40828275,-97.6404021,c6899af6-0bbc-483a-b679-d378520812f1,
25-00038171,open,,Traffic Sign New,SIGNNEWT,2025-02-04T23:32:30Z,2025-02-06T16:48:58Z,"San Jacinto Blvd & E 15th St, austin",30.27623132,-97.73710896,7146c9e3-5569-40c3-bb17-15b8ceabadfa,
24-00461437,open,Assign To Area Engineer Staff. This Activity could not be deleted during conditional events processing because it was either completed or printed.,Traffic Sign New,SIGNNEWT,2024-12-31T20:12:40Z,2025-02-06T16:44:06Z,"E 55th St & Evans Ave, Austin",30.31812331,-97.71623795,640ffe4e-15f3-4d24-9bd3-774dd132124f,Stop sign needed 
25-00040602,open,,Pavement Failure,SBPAVEFA,2025-02-06T20:38:04Z,2025-02-06T20:43:54Z,"11604 Show Barn Cv, Austin",30.4544924,-97.82334553,8bd6e98a-e887-41d1-a63b-7c5b95b2fd28,
25-00037710,closed,"Future Maintenance Planned - Close SR. Class: WORKORDERCreated By: Log Type: FUTURE_MAINTPLANSummary: Damaged pavementDetailsThank you for your request. SBO completed your request and has notified the appropriate SBO workgroup for follow-up, if any. If you have any questions regarding this request, please contact SBO Dispatch at (512) 974-8777 and provide work order number 25-185235.",Pavement Failure,SBPAVEFA,2025-02-04T18:17:18Z,2025-02-06T19:56:16Z,"E 45th St & Duval St, Austin",30.30699587,-97.72459004,5433ee61-6898-4b68-bb2c-ac91f9502c92,
25-00040458,open,,Pavement Failure,SBPAVEFA,2025-02-06T19:02:00Z,2025-02-06T19:02:06Z,"300 S Lamar Blvd SB, Austin",30.26299025,-97.75788183,3c5dfb46-5f3a-45a1-800d-0d054bb077d4,Broken manhole cover
25-00039173,closed,"Hazard Repaired - Close SR. Class: WORKORDERCreated By: Log Type: HAZARD_REPAIREDSummary: Street and Bridge Operations completed request.DetailsThank you for your request. Street and Bridge Operations reviewed and completed your request. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-185279 as a reference.",Pavement Failure,SBPAVEFA,2025-02-05T19:33:08Z,2025-02-06T15:42:13Z,"Baylor St & W 11th St, Austin",30.27630963,-97.7528213,8872a37e-4b4c-4486-9368-72eee634b783,
24-00437063,closed,"No Problem Found - Close SR. Class: WORKORDERCreated By: Log Type: NO_PROBLEMSummary: Parent WO created--- 24-183330DetailsThank you for your request. Street and Bridge Operations reviewed and confirmed no problem was found. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 24-183318 as a reference. does not have details on the ponding issue. As time permits, afield check will be made to determine if there are any futurestreet resurfacing plans that may resolve the issue./At most locations , it's not clear if street resurfacing will resolve ponding issues .in any case, street resurfacing is unlikely before summer 2025.",Pavement Failure,SBPAVEFA,2024-12-06T18:23:05Z,2025-02-05T22:22:11Z,"8925 Sun Shower Bnd, Austin",30.27763828,-97.63263964,330ffeb3-5f83-445e-b16e-fbaf7776862c,
24-00460256,closed,"Future Maintenance Planned - Close SR. Class: SRCreated By: Log Type: FUTURE_MAINTPLANSummary: Schedule for repairDetailsThank you for your request. SBO has reviewed your request and confirmed that the location provided has been forecast for future maintenance. If you have any questions regarding this request, please contact SBO Dispatch at (512) 974-8777 and provide work order number 24-183978as a reference. This area pavement has sunken near curb and holds water when it rains. Schedule for repair.",Pavement Failure,SBPAVEFA,2024-12-30T20:28:20Z,2025-02-05T22:18:43Z,"12407 West Cow Path, Austin",30.4281484,-97.73634363,7f7744fb-04d2-47ea-aa96-43f230db75dd,
24-00437045,closed,"No Problem Found - Close SR. Class: SRCreated By: Log Type: NO_PROBLEMSummary: No problem found.DetailsThank you for your request. Street and Bridge Operations reviewed and confirmed no problem was found. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number24-183316 as a reference.",Pavement Failure,SBPAVEFA,2024-12-06T18:12:13Z,2025-02-05T22:08:40Z,"4711 Lambs Ln, Austin",30.17942657,-97.7528223,819ad10e-544d-4532-bcb6-873993b6cf17,
24-00421297,closed,"Future Maintenance Planned - Close SR. Class: WORKORDERCreated By: Log Type: FUTURE_MAINTPLANSummary: Street and Bridge Operations completed request.DetailsThank you for your request. Street and Bridge Operations reviewed you request and determined pavement failure in street right of way needing permanent repairs with asphalt. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 24-182832 as a reference.",Pavement Failure,SBPAVEFA,2024-11-20T20:23:02Z,2025-02-05T22:06:11Z,"13425 Sea Biscuit Dr, Austin",30.1716878,-97.61125832,421532a9-c102-47a8-bf47-365a0004f064,
25-00039211,closed,No Problem Found - Close SR. Class: SRCreated By: Log Type: NO_PROBLEMSummary: Called back.DetailsSpoke with the citizen. New WO25-185284 was created. Supervisor will visit the area.,Pavement Failure,SBPAVEFA,2025-02-05T19:57:22Z,2025-02-05T21:34:14Z,"1300 E 7th St, Austin",30.26517819,-97.72859295,fe006f3e-4c6d-4445-b386-df8d4d423605,
24-00350312,closed,"No Problem Found - Close SR. Class: WORKORDERCreated By: Log Type: NO_PROBLEMSummary: No problem found.DetailsThank you for your request. Street and Bridge Operations reviewed and confirmed no problem was found. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 24-180605 as a reference.",Pavement Failure,SBPAVEFA,2024-09-23T23:21:25Z,2025-02-05T21:23:38Z,"3505 Catalina Dr, Austin",30.21799266,-97.73844511,a5265ccc-95ae-4df6-91e4-d3acc474d9e6,
25-00040621,closed,Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment. Please forward to Signs and Markings.,Street and Bridge Miscellaneous,SBGENRL,2025-02-06T20:52:50Z,2025-02-06T21:18:42Z,"6403 Treadwell Blvd, Austin",30.3439198,-97.74766615,d32e1dca-5143-4c1e-b0b8-cc2f8d23e33f,Crosswalk paint is missing at Gullett Elementary on treadwell and hunt trail. Pavement was replaced and missing crosswalk paint
25-00039985,closed,"Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment. Please forward to Watershed for initial investigation. If Watershed has investigated, please send back with Watershedsfindings.//.",Street and Bridge Miscellaneous,SBGENRL,2025-02-06T14:15:44Z,2025-02-06T14:41:42Z,"4828 Canyonbend Cir, Austin",30.24132199,-97.82574513,1ae1b037-4546-4dd2-bab8-1c1ab1d94c4d,Water bubbling from street at 4828 Canyonbend Cir 78735
25-00039727,open,,Street and Bridge Miscellaneous,SBGENRL,2025-02-06T02:02:50Z,2025-02-06T02:08:57Z,"303 Brazos St, Austin",30.26518704,-97.74230456,06d578f2-c159-4cb2-876d-1d501bc7432d,
25-00039690,open,,Street and Bridge Miscellaneous,SBGENRL,2025-02-06T01:09:49Z,2025-02-06T01:15:50Z,"100 E Cesar Chavez St, Austin",30.26348201,-97.74425325,d8dc6166-1008-4886-9855-149fa873a94d,
25-00011669,closed,"Hazard Repaired - Close SR. Class: WORKORDERCreated By: Log Type: HAZARD_REPAIREDSummary: Street and Bridge Operations completed request.DetailsThank you for your request. Street and Bridge Operations reviewed and completed your request. If you have any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 24-184381 as a reference. Close SR.",Street and Bridge Miscellaneous,SBGENRL,2025-01-11T23:26:53Z,2025-02-05T21:03:46Z,"2113 W Slaughter Ln, Austin",30.17375,-97.82743,84941cde-e800-4073-9241-32125f4a8340,The safety barrier at Slaughter lane and Riddle Rd has been hit and laid flat. This the SW corner next to the green belt
25-00038380,closed,"Future Maintenance Planned - Close SR. Class: WORKORDERCreated By: Log Type: FUTURE_MAINTPLANSummary: Street and Bridge Operations completed request,internal workgroup notified.DetailsThank you for your request. Street and Bridge Operations completed your request and hasnotified the appropriate Street and Bridge Operations workgroup for follow-up, if any. If youhave any questions regarding this request, please contact Street and Bridge Operations Dispatch at (512) 974-8777 and provide work order number 25-185249 as a reference.",Street and Bridge Miscellaneous,SBGENRL,2025-02-05T04:37:25Z,2025-02-05T15:06:18Z,"801 W 3rd St, Austin",30.26788589,-97.75211135,06edaf82-b658-423e-aa1a-c1b70b9b95ab,Broken sewer cover
25-00036517,closed,"Future Repairs Needed. Class: WORKORDERCreated By: Log Type: FUTURE_REPAIRSSummary: ResponseDetailsAfter looking at the location, I have added it to the SOUTH DISTRICT guardrail crew repair list. For any questions related to this repair, please reach out to tpwsouthdistrict@austintexas.gov thank you.",Street and Bridge Miscellaneous,SBGENRL,2025-02-03T19:32:45Z,2025-02-05T14:45:40Z,"Elmont Dr & S Pleasant Valley Rd, Austin",30.23880259,-97.71955119,c5abe092-37a7-4617-9348-8c2c5dc35380,
25-00038212,closed,Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. Street and Bridge Operations forwarded this request back to 3-1-1 for the appropriate department assignment. Please forward to Austin Transportation.,Street and Bridge Miscellaneous,SBGENRL,2025-02-05T00:05:19Z,2025-02-05T14:41:43Z,"6032 Mc Neil Dr, Austin",30.44406142,-97.74214368,5a403873-e642-40ea-8960-ebaf9037603a,"The right turn lane is too short at W. Parmer Lane and McNeil Dr. It would be helpful to remove some of the bike lane poles, especially since the last one is broken from being run over. The lane backs up quite a ways and wastes time as when the green right turn arrow only works for the 4-5 cars that can be in that lane. Whereas most cars turn there so it should realistically at least accommodate for 10 to 20 cars wanting to turn right."
25-00021680,closed,Road Sanding Completed - Close SR. Class: WORKORDERCreated By: Log Type: ROAD_SNDCOMPLTSummary: sanding requestDetailsStreet was closed off by APD we have open it bake up street is safe.,Street and Bridge Miscellaneous,SBGENRL,2025-01-21T13:39:59Z,2025-02-04T19:39:10Z,"4600 Spicewood Springs Rd, Austin",30.37524495,-97.76008205,3d803b26-6a2a-4aa7-a15f-267c3c561fca,
25-00037071,closed,Referred to 311 For Further Review - Close SR. Class: SRCreated By: Log Type: CSR_FEEDBACKSummary: Routed to 3-1-1 for reassignment.DetailsThank you for your request. SBO has forwardedthis request back to 3-1-1 for the appropriate department assignment.,Street and Bridge Miscellaneous,SBGENRL,2025-02-04T02:03:22Z,2025-02-04T14:00:44Z,"W Martin Luther King Jr Blvd & Guadalupe St, Austin",30.28173304,-97.7419244,bcee3473-aba2-4f4e-8985-a4135bde6149,
25-00040664,open,,Parking Sign Maintenance,SIGNPARK,2025-02-06T21:15:08Z,2025-02-06T21:15:20Z,"2212 Denton Dr, Austin",30.38666582,-97.71573951,cd024664-0a5b-41be-a5e6-ff00bc0490fc,Parking sign fallen over in front of 2210 Denton Dr
25-00040599,open,Completed. Thank you for your request. We will dispatch a technician to field check this location.,Parking Sign Maintenance,SIGNPARK,2025-02-06T20:36:42Z,2025-02-06T21:03:31Z,"107 W Monroe St, Austin",30.24813548,-97.75096312,52b290f0-0f20-433e-9586-1045c29559fa,Vandalized signage 
25-00040413,open,Completed. Thank you for your request. We will dispatch a technician to field check this location.,Parking Sign Maintenance,SIGNPARK,2025-02-06T18:35:45Z,2025-02-06T20:53:37Z,"411 W 16th St, Austin",30.27910033,-97.74353039,3805e0b0-7b1e-473f-9b8d-8639548d73fe,Sign fades
25-00037888,closed,"Issue Has Been Resolved - Close SR. Replaced faded sign , trimmed limbs.",Parking Sign Maintenance,SIGNPARK,2025-02-04T20:21:38Z,2025-02-06T20:46:47Z,"1701 San Gabriel St, Austin",30.2816129,-97.74877544,8d4f4cbc-0c72-4ef1-80ee-bc05a2ee4b0c,Sign faded
